t,iter,drug_c,pd_output_1,scope,scenario
72.0,12,0.0,5.051082178381237,ode_,scn1
120.0,12,0.0,5.051082178381237,ode_,scn1
0.0,13,0.0,5.281940979166318,ode_,scn1
2.0,13,0.0,5.281940979166318,ode_,scn1
4.0,13,0.0,5.281940979166318,ode_,scn1
8.0,13,0.0,5.281940979166318,ode_,scn1
12.0,13,0.0,5.281940979166318,ode_,scn1
24.0,13,0.0,5.281940979166318,ode_,scn1
48.0,13,0.0,5.281940979166318,ode_,scn1
72.0,13,0.0,5.281940979166318,ode_,scn1
120.0,13,0.0,5.281940979166318,ode_,scn1
0.0,14,0.0,4.785667569350951,ode_,scn1
2.0,14,0.0,4.785667569350951,ode_,scn1
4.0,14,0.0,4.785667569350951,ode_,scn1
8.0,14,0.0,4.785667569350951,ode_,scn1
12.0,14,0.0,4.785667569350951,ode_,scn1
24.0,14,0.0,4.785667569350951,ode_,scn1
48.0,14,0.0,4.785667569350951,ode_,scn1
72.0,14,0.0,4.785667569350951,ode_,scn1
120.0,14,0.0,4.785667569350951,ode_,scn1
0.0,15,0.0,4.533870655248882,ode_,scn1
2.0,15,0.0,4.533870655248882,ode_,scn1
4.0,15,0.0,4.533870655248882,ode_,scn1
8.0,15,0.0,4.533870655248882,ode_,scn1
12.0,15,0.0,4.533870655248882,ode_,scn1
24.0,15,0.0,4.533870655248882,ode_,scn1
48.0,15,0.0,4.533870655248882,ode_,scn1
72.0,15,0.0,4.533870655248882,ode_,scn1
120.0,15,0.0,4.533870655248882,ode_,scn1
0.0,16,0.0,5.379140733165561,ode_,scn1
2.0,16,0.0,5.379140733165561,ode_,scn1
4.0,16,0.0,5.379140733165561,ode_,scn1
8.0,16,0.0,5.379140733165561,ode_,scn1
12.0,16,0.0,5.379140733165561,ode_,scn1
24.0,16,0.0,5.379140733165561,ode_,scn1
48.0,16,0.0,5.379140733165561,ode_,scn1
72.0,16,0.0,5.379140733165561,ode_,scn1
120.0,16,0.0,5.379140733165561,ode_,scn1
0.0,17,0.0,4.874299505841014,ode_,scn1
2.0,17,0.0,4.874299505841014,ode_,scn1
4.0,17,0.0,4.874299505841014,ode_,scn1
8.0,17,0.0,4.874299505841014,ode_,scn1
12.0,17,0.0,4.874299505841014,ode_,scn1
24.0,17,0.0,4.874299505841014,ode_,scn1
48.0,17,0.0,4.874299505841014,ode_,scn1
72.0,17,0.0,4.874299505841014,ode_,scn1
120.0,17,0.0,4.874299505841014,ode_,scn1
0.0,18,0.0,5.96635977481924,ode_,scn1
2.0,18,0.0,5.96635977481924,ode_,scn1
4.0,18,0.0,5.96635977481924,ode_,scn1
8.0,18,0.0,5.96635977481924,ode_,scn1
12.0,18,0.0,5.96635977481924,ode_,scn1
24.0,18,0.0,5.96635977481924,ode_,scn1
48.0,18,0.0,5.96635977481924,ode_,scn1
72.0,18,0.0,5.96635977481924,ode_,scn1
120.0,18,0.0,5.96635977481924,ode_,scn1
0.0,19,0.0,5.3899707879436765,ode_,scn1
2.0,19,0.0,5.3899707879436765,ode_,scn1
4.0,19,0.0,5.3899707879436765,ode_,scn1
8.0,19,0.0,5.3899707879436765,ode_,scn1
12.0,19,0.0,5.3899707879436765,ode_,scn1
24.0,19,0.0,5.3899707879436765,ode_,scn1
48.0,19,0.0,5.3899707879436765,ode_,scn1
72.0,19,0.0,5.3899707879436765,ode_,scn1
120.0,19,0.0,5.3899707879436765,ode_,scn1
0.0,20,0.0,5.743066522687596,ode_,scn1
2.0,20,0.0,5.743066522687596,ode_,scn1
4.0,20,0.0,5.743066522687596,ode_,scn1
8.0,20,0.0,5.743066522687596,ode_,scn1
12.0,20,0.0,5.743066522687596,ode_,scn1
24.0,20,0.0,5.743066522687596,ode_,scn1
48.0,20,0.0,5.743066522687596,ode_,scn1
72.0,20,0.0,5.743066522687596,ode_,scn1
120.0,20,0.0,5.743066522687596,ode_,scn1
0.0,21,0.0,6.40316783370492,ode_,scn1
2.0,21,0.0,6.40316783370492,ode_,scn1
4.0,21,0.0,6.40316783370492,ode_,scn1
8.0,21,0.0,6.40316783370492,ode_,scn1
12.0,21,0.0,6.40316783370492,ode_,scn1
24.0,21,0.0,6.40316783370492,ode_,scn1
48.0,21,0.0,6.40316783370492,ode_,scn1
72.0,21,0.0,6.40316783370492,ode_,scn1
120.0,21,0.0,6.40316783370492,ode_,scn1
0.0,22,0.0,5.32752127942666,ode_,scn1
2.0,22,0.0,5.32752127942666,ode_,scn1
4.0,22,0.0,5.32752127942666,ode_,scn1
8.0,22,0.0,5.32752127942666,ode_,scn1
12.0,22,0.0,5.32752127942666,ode_,scn1
24.0,22,0.0,5.32752127942666,ode_,scn1
48.0,22,0.0,5.32752127942666,ode_,scn1
72.0,22,0.0,5.32752127942666,ode_,scn1
120.0,22,0.0,5.32752127942666,ode_,scn1
0.0,23,0.0,5.655256298073097,ode_,scn1
2.0,23,0.0,5.655256298073097,ode_,scn1
4.0,23,0.0,5.655256298073097,ode_,scn1
8.0,23,0.0,5.655256298073097,ode_,scn1
12.0,23,0.0,5.655256298073097,ode_,scn1
24.0,23,0.0,5.655256298073097,ode_,scn1
48.0,23,0.0,5.655256298073097,ode_,scn1
72.0,23,0.0,5.655256298073097,ode_,scn1
120.0,23,0.0,5.655256298073097,ode_,scn1
0.0,24,0.0,4.959828581016921,ode_,scn1
2.0,24,0.0,4.959828581016921,ode_,scn1
4.0,24,0.0,4.959828581016921,ode_,scn1
8.0,24,0.0,4.959828581016921,ode_,scn1
12.0,24,0.0,4.959828581016921,ode_,scn1
24.0,24,0.0,4.959828581016921,ode_,scn1
48.0,24,0.0,4.959828581016921,ode_,scn1
72.0,24,0.0,4.959828581016921,ode_,scn1
120.0,24,0.0,4.959828581016921,ode_,scn1
0.0,25,0.0,4.672577571189345,ode_,scn1
2.0,25,0.0,4.672577571189345,ode_,scn1
4.0,25,0.0,4.672577571189345,ode_,scn1
8.0,25,0.0,4.672577571189345,ode_,scn1
12.0,25,0.0,4.672577571189345,ode_,scn1
24.0,25,0.0,4.672577571189345,ode_,scn1
48.0,25,0.0,4.672577571189345,ode_,scn1
72.0,25,0.0,4.672577571189345,ode_,scn1
120.0,25,0.0,4.672577571189345,ode_,scn1
0.0,26,0.0,5.485434914390906,ode_,scn1
2.0,26,0.0,5.485434914390906,ode_,scn1
4.0,26,0.0,5.485434914390906,ode_,scn1
8.0,26,0.0,5.485434914390906,ode_,scn1
12.0,26,0.0,5.485434914390906,ode_,scn1
24.0,26,0.0,5.485434914390906,ode_,scn1
48.0,26,0.0,5.485434914390906,ode_,scn1
72.0,26,0.0,5.485434914390906,ode_,scn1
120.0,26,0.0,5.485434914390906,ode_,scn1
0.0,27,0.0,5.412026264517498,ode_,scn1
2.0,27,0.0,5.412026264517498,ode_,scn1
4.0,27,0.0,5.412026264517498,ode_,scn1
8.0,27,0.0,5.412026264517498,ode_,scn1
12.0,27,0.0,5.412026264517498,ode_,scn1
24.0,27,0.0,5.412026264517498,ode_,scn1
48.0,27,0.0,5.412026264517498,ode_,scn1
72.0,27,0.0,5.412026264517498,ode_,scn1
120.0,27,0.0,5.412026264517498,ode_,scn1
0.0,28,0.0,5.071130427005152,ode_,scn1
2.0,28,0.0,5.071130427005152,ode_,scn1
4.0,28,0.0,5.071130427005152,ode_,scn1
8.0,28,0.0,5.071130427005152,ode_,scn1
12.0,28,0.0,5.071130427005152,ode_,scn1
24.0,28,0.0,5.071130427005152,ode_,scn1
48.0,28,0.0,5.071130427005152,ode_,scn1
72.0,28,0.0,5.071130427005152,ode_,scn1
120.0,28,0.0,5.071130427005152,ode_,scn1
0.0,29,0.0,4.381474002382343,ode_,scn1
2.0,29,0.0,4.381474002382343,ode_,scn1
4.0,29,0.0,4.381474002382343,ode_,scn1
8.0,29,0.0,4.381474002382343,ode_,scn1
12.0,29,0.0,4.381474002382343,ode_,scn1
24.0,29,0.0,4.381474002382343,ode_,scn1
48.0,29,0.0,4.381474002382343,ode_,scn1
72.0,29,0.0,4.381474002382343,ode_,scn1
120.0,29,0.0,4.381474002382343,ode_,scn1
0.0,30,0.0,5.622417440290373,ode_,scn1
2.0,30,0.0,5.622417440290373,ode_,scn1
4.0,30,0.0,5.622417440290373,ode_,scn1
8.0,30,0.0,5.622417440290373,ode_,scn1
12.0,30,0.0,5.622417440290373,ode_,scn1
24.0,30,0.0,5.622417440290373,ode_,scn1
48.0,30,0.0,5.622417440290373,ode_,scn1
72.0,30,0.0,5.622417440290373,ode_,scn1
120.0,30,0.0,5.622417440290373,ode_,scn1
0.0,31,0.0,5.002464156558705,ode_,scn1
2.0,31,0.0,5.002464156558705,ode_,scn1
4.0,31,0.0,5.002464156558705,ode_,scn1
8.0,31,0.0,5.002464156558705,ode_,scn1
12.0,31,0.0,5.002464156558705,ode_,scn1
24.0,31,0.0,5.002464156558705,ode_,scn1
48.0,31,0.0,5.002464156558705,ode_,scn1
72.0,31,0.0,5.002464156558705,ode_,scn1
120.0,31,0.0,5.002464156558705,ode_,scn1
0.0,32,0.0,5.176574365305989,ode_,scn1
2.0,32,0.0,5.176574365305989,ode_,scn1
4.0,32,0.0,5.176574365305989,ode_,scn1
8.0,32,0.0,5.176574365305989,ode_,scn1
12.0,32,0.0,5.176574365305989,ode_,scn1
24.0,32,0.0,5.176574365305989,ode_,scn1
48.0,32,0.0,5.176574365305989,ode_,scn1
72.0,32,0.0,5.176574365305989,ode_,scn1
120.0,32,0.0,5.176574365305989,ode_,scn1
0.0,33,0.0,5.036560643901835,ode_,scn1
2.0,33,0.0,5.036560643901835,ode_,scn1
4.0,33,0.0,5.036560643901835,ode_,scn1
8.0,33,0.0,5.036560643901835,ode_,scn1
12.0,33,0.0,5.036560643901835,ode_,scn1
24.0,33,0.0,5.036560643901835,ode_,scn1
48.0,33,0.0,5.036560643901835,ode_,scn1
72.0,33,0.0,5.036560643901835,ode_,scn1
120.0,33,0.0,5.036560643901835,ode_,scn1
0.0,34,0.0,4.452868059531244,ode_,scn1
2.0,34,0.0,4.452868059531244,ode_,scn1
4.0,34,0.0,4.452868059531244,ode_,scn1
8.0,34,0.0,4.452868059531244,ode_,scn1
12.0,34,0.0,4.452868059531244,ode_,scn1
24.0,34,0.0,4.452868059531244,ode_,scn1
48.0,34,0.0,4.452868059531244,ode_,scn1
72.0,34,0.0,4.452868059531244,ode_,scn1
120.0,34,0.0,4.452868059531244,ode_,scn1
0.0,35,0.0,4.658180732882564,ode_,scn1
2.0,35,0.0,4.658180732882564,ode_,scn1
4.0,35,0.0,4.658180732882564,ode_,scn1
8.0,35,0.0,4.658180732882564,ode_,scn1
12.0,35,0.0,4.658180732882564,ode_,scn1
24.0,35,0.0,4.658180732882564,ode_,scn1
48.0,35,0.0,4.658180732882564,ode_,scn1
72.0,35,0.0,4.658180732882564,ode_,scn1
120.0,35,0.0,4.658180732882564,ode_,scn1
0.0,36,0.0,4.764737899641517,ode_,scn1
2.0,36,0.0,4.764737899641517,ode_,scn1
4.0,36,0.0,4.764737899641517,ode_,scn1
8.0,36,0.0,4.764737899641517,ode_,scn1
12.0,36,0.0,4.764737899641517,ode_,scn1
24.0,36,0.0,4.764737899641517,ode_,scn1
48.0,36,0.0,4.764737899641517,ode_,scn1
72.0,36,0.0,4.764737899641517,ode_,scn1
120.0,36,0.0,4.764737899641517,ode_,scn1
0.0,37,0.0,5.645985472845794,ode_,scn1
2.0,37,0.0,5.645985472845794,ode_,scn1
4.0,37,0.0,5.645985472845794,ode_,scn1
8.0,37,0.0,5.645985472845794,ode_,scn1
12.0,37,0.0,5.645985472845794,ode_,scn1
24.0,37,0.0,5.645985472845794,ode_,scn1
48.0,37,0.0,5.645985472845794,ode_,scn1
72.0,37,0.0,5.645985472845794,ode_,scn1
120.0,37,0.0,5.645985472845794,ode_,scn1
0.0,38,0.0,4.833151094098248,ode_,scn1
2.0,38,0.0,4.833151094098248,ode_,scn1
4.0,38,0.0,4.833151094098248,ode_,scn1
8.0,38,0.0,4.833151094098248,ode_,scn1
12.0,38,0.0,4.833151094098248,ode_,scn1
24.0,38,0.0,4.833151094098248,ode_,scn1
48.0,38,0.0,4.833151094098248,ode_,scn1
72.0,38,0.0,4.833151094098248,ode_,scn1
120.0,38,0.0,4.833151094098248,ode_,scn1
0.0,39,0.0,4.460313539793097,ode_,scn1
2.0,39,0.0,4.460313539793097,ode_,scn1
4.0,39,0.0,4.460313539793097,ode_,scn1
8.0,39,0.0,4.460313539793097,ode_,scn1
12.0,39,0.0,4.460313539793097,ode_,scn1
24.0,39,0.0,4.460313539793097,ode_,scn1
48.0,39,0.0,4.460313539793097,ode_,scn1
72.0,39,0.0,4.460313539793097,ode_,scn1
120.0,39,0.0,4.460313539793097,ode_,scn1
0.0,40,0.0,4.8379616589687915,ode_,scn1
2.0,40,0.0,4.8379616589687915,ode_,scn1
4.0,40,0.0,4.8379616589687915,ode_,scn1
8.0,40,0.0,4.8379616589687915,ode_,scn1
12.0,40,0.0,4.8379616589687915,ode_,scn1
24.0,40,0.0,4.8379616589687915,ode_,scn1
48.0,40,0.0,4.8379616589687915,ode_,scn1
72.0,40,0.0,4.8379616589687915,ode_,scn1
120.0,40,0.0,4.8379616589687915,ode_,scn1
0.0,41,0.0,5.724336634469796,ode_,scn1
2.0,41,0.0,5.724336634469796,ode_,scn1
4.0,41,0.0,5.724336634469796,ode_,scn1
8.0,41,0.0,5.724336634469796,ode_,scn1
12.0,41,0.0,5.724336634469796,ode_,scn1
24.0,41,0.0,5.724336634469796,ode_,scn1
48.0,41,0.0,5.724336634469796,ode_,scn1
72.0,41,0.0,5.724336634469796,ode_,scn1
120.0,41,0.0,5.724336634469796,ode_,scn1
0.0,42,0.0,4.946958948673855,ode_,scn1
2.0,42,0.0,4.946958948673855,ode_,scn1
4.0,42,0.0,4.946958948673855,ode_,scn1
8.0,42,0.0,4.946958948673855,ode_,scn1
12.0,42,0.0,4.946958948673855,ode_,scn1
24.0,42,0.0,4.946958948673855,ode_,scn1
48.0,42,0.0,4.946958948673855,ode_,scn1
72.0,42,0.0,4.946958948673855,ode_,scn1
120.0,42,0.0,4.946958948673855,ode_,scn1
0.0,43,0.0,4.927131623563549,ode_,scn1
2.0,43,0.0,4.927131623563549,ode_,scn1
4.0,43,0.0,4.927131623563549,ode_,scn1
8.0,43,0.0,4.927131623563549,ode_,scn1
12.0,43,0.0,4.927131623563549,ode_,scn1
24.0,43,0.0,4.927131623563549,ode_,scn1
48.0,43,0.0,4.927131623563549,ode_,scn1
72.0,43,0.0,4.927131623563549,ode_,scn1
120.0,43,0.0,4.927131623563549,ode_,scn1
0.0,44,0.0,5.028921277753655,ode_,scn1
2.0,44,0.0,5.028921277753655,ode_,scn1
4.0,44,0.0,5.028921277753655,ode_,scn1
8.0,44,0.0,5.028921277753655,ode_,scn1
12.0,44,0.0,5.028921277753655,ode_,scn1
24.0,44,0.0,5.028921277753655,ode_,scn1
48.0,44,0.0,5.028921277753655,ode_,scn1
72.0,44,0.0,5.028921277753655,ode_,scn1
120.0,44,0.0,5.028921277753655,ode_,scn1
0.0,45,0.0,5.12432879193461,ode_,scn1
2.0,45,0.0,5.12432879193461,ode_,scn1
4.0,45,0.0,5.12432879193461,ode_,scn1
8.0,45,0.0,5.12432879193461,ode_,scn1
12.0,45,0.0,5.12432879193461,ode_,scn1
24.0,45,0.0,5.12432879193461,ode_,scn1
48.0,45,0.0,5.12432879193461,ode_,scn1
72.0,45,0.0,5.12432879193461,ode_,scn1
120.0,45,0.0,5.12432879193461,ode_,scn1
0.0,46,0.0,4.521837252687956,ode_,scn1
2.0,46,0.0,4.521837252687956,ode_,scn1
4.0,46,0.0,4.521837252687956,ode_,scn1
8.0,46,0.0,4.521837252687956,ode_,scn1
12.0,46,0.0,4.521837252687956,ode_,scn1
24.0,46,0.0,4.521837252687956,ode_,scn1
48.0,46,0.0,4.521837252687956,ode_,scn1
72.0,46,0.0,4.521837252687956,ode_,scn1
120.0,46,0.0,4.521837252687956,ode_,scn1
0.0,47,0.0,4.915142096244793,ode_,scn1
2.0,47,0.0,4.915142096244793,ode_,scn1
4.0,47,0.0,4.915142096244793,ode_,scn1
8.0,47,0.0,4.915142096244793,ode_,scn1
12.0,47,0.0,4.915142096244793,ode_,scn1
24.0,47,0.0,4.915142096244793,ode_,scn1
48.0,47,0.0,4.915142096244793,ode_,scn1
72.0,47,0.0,4.915142096244793,ode_,scn1
120.0,47,0.0,4.915142096244793,ode_,scn1
0.0,48,0.0,5.036217376196013,ode_,scn1
2.0,48,0.0,5.036217376196013,ode_,scn1
4.0,48,0.0,5.036217376196013,ode_,scn1
8.0,48,0.0,5.036217376196013,ode_,scn1
12.0,48,0.0,5.036217376196013,ode_,scn1
24.0,48,0.0,5.036217376196013,ode_,scn1
48.0,48,0.0,5.036217376196013,ode_,scn1
72.0,48,0.0,5.036217376196013,ode_,scn1
120.0,48,0.0,5.036217376196013,ode_,scn1
0.0,49,0.0,5.462776379265905,ode_,scn1
2.0,49,0.0,5.462776379265905,ode_,scn1
4.0,49,0.0,5.462776379265905,ode_,scn1
8.0,49,0.0,5.462776379265905,ode_,scn1
12.0,49,0.0,5.462776379265905,ode_,scn1
24.0,49,0.0,5.462776379265905,ode_,scn1
48.0,49,0.0,5.462776379265905,ode_,scn1
72.0,49,0.0,5.462776379265905,ode_,scn1
120.0,49,0.0,5.462776379265905,ode_,scn1
0.0,50,0.0,4.986902625124102,ode_,scn1
2.0,50,0.0,4.986902625124102,ode_,scn1
4.0,50,0.0,4.986902625124102,ode_,scn1
8.0,50,0.0,4.986902625124102,ode_,scn1
12.0,50,0.0,4.986902625124102,ode_,scn1
24.0,50,0.0,4.986902625124102,ode_,scn1
48.0,50,0.0,4.986902625124102,ode_,scn1
72.0,50,0.0,4.986902625124102,ode_,scn1
120.0,50,0.0,4.986902625124102,ode_,scn1
0.0,51,0.0,5.018660659538589,ode_,scn1
2.0,51,0.0,5.018660659538589,ode_,scn1
4.0,51,0.0,5.018660659538589,ode_,scn1
8.0,51,0.0,5.018660659538589,ode_,scn1
12.0,51,0.0,5.018660659538589,ode_,scn1
24.0,51,0.0,5.018660659538589,ode_,scn1
48.0,51,0.0,5.018660659538589,ode_,scn1
72.0,51,0.0,5.018660659538589,ode_,scn1
120.0,51,0.0,5.018660659538589,ode_,scn1
0.0,52,0.0,4.916747877886019,ode_,scn1
2.0,52,0.0,4.916747877886019,ode_,scn1
4.0,52,0.0,4.916747877886019,ode_,scn1
8.0,52,0.0,4.916747877886019,ode_,scn1
12.0,52,0.0,4.916747877886019,ode_,scn1
24.0,52,0.0,4.916747877886019,ode_,scn1
48.0,52,0.0,4.916747877886019,ode_,scn1
72.0,52,0.0,4.916747877886019,ode_,scn1
120.0,52,0.0,4.916747877886019,ode_,scn1
0.0,53,0.0,4.767504475733685,ode_,scn1
2.0,53,0.0,4.767504475733685,ode_,scn1
4.0,53,0.0,4.767504475733685,ode_,scn1
8.0,53,0.0,4.767504475733685,ode_,scn1
12.0,53,0.0,4.767504475733685,ode_,scn1
24.0,53,0.0,4.767504475733685,ode_,scn1
48.0,53,0.0,4.767504475733685,ode_,scn1
72.0,53,0.0,4.767504475733685,ode_,scn1
120.0,53,0.0,4.767504475733685,ode_,scn1
0.0,54,0.0,5.298571273275211,ode_,scn1
2.0,54,0.0,5.298571273275211,ode_,scn1
4.0,54,0.0,5.298571273275211,ode_,scn1
8.0,54,0.0,5.298571273275211,ode_,scn1
12.0,54,0.0,5.298571273275211,ode_,scn1
24.0,54,0.0,5.298571273275211,ode_,scn1
48.0,54,0.0,5.298571273275211,ode_,scn1
72.0,54,0.0,5.298571273275211,ode_,scn1
120.0,54,0.0,5.298571273275211,ode_,scn1
0.0,55,0.0,5.013997520519002,ode_,scn1
2.0,55,0.0,5.013997520519002,ode_,scn1
4.0,55,0.0,5.013997520519002,ode_,scn1
8.0,55,0.0,5.013997520519002,ode_,scn1
12.0,55,0.0,5.013997520519002,ode_,scn1
24.0,55,0.0,5.013997520519002,ode_,scn1
48.0,55,0.0,5.013997520519002,ode_,scn1
72.0,55,0.0,5.013997520519002,ode_,scn1
120.0,55,0.0,5.013997520519002,ode_,scn1
0.0,56,0.0,4.204157618146671,ode_,scn1
2.0,56,0.0,4.204157618146671,ode_,scn1
4.0,56,0.0,4.204157618146671,ode_,scn1
8.0,56,0.0,4.204157618146671,ode_,scn1
12.0,56,0.0,4.204157618146671,ode_,scn1
24.0,56,0.0,4.204157618146671,ode_,scn1
48.0,56,0.0,4.204157618146671,ode_,scn1
72.0,56,0.0,4.204157618146671,ode_,scn1
120.0,56,0.0,4.204157618146671,ode_,scn1
0.0,57,0.0,4.318698229469577,ode_,scn1
2.0,57,0.0,4.318698229469577,ode_,scn1
4.0,57,0.0,4.318698229469577,ode_,scn1
8.0,57,0.0,4.318698229469577,ode_,scn1
12.0,57,0.0,4.318698229469577,ode_,scn1
24.0,57,0.0,4.318698229469577,ode_,scn1
48.0,57,0.0,4.318698229469577,ode_,scn1
72.0,57,0.0,4.318698229469577,ode_,scn1
120.0,57,0.0,4.318698229469577,ode_,scn1
0.0,58,0.0,4.806394560283943,ode_,scn1
2.0,58,0.0,4.806394560283943,ode_,scn1
4.0,58,0.0,4.806394560283943,ode_,scn1
8.0,58,0.0,4.806394560283943,ode_,scn1
12.0,58,0.0,4.806394560283943,ode_,scn1
24.0,58,0.0,4.806394560283943,ode_,scn1
48.0,58,0.0,4.806394560283943,ode_,scn1
72.0,58,0.0,4.806394560283943,ode_,scn1
120.0,58,0.0,4.806394560283943,ode_,scn1
0.0,59,0.0,4.983761682095731,ode_,scn1
2.0,59,0.0,4.983761682095731,ode_,scn1
4.0,59,0.0,4.983761682095731,ode_,scn1
8.0,59,0.0,4.983761682095731,ode_,scn1
12.0,59,0.0,4.983761682095731,ode_,scn1
24.0,59,0.0,4.983761682095731,ode_,scn1
48.0,59,0.0,4.983761682095731,ode_,scn1
72.0,59,0.0,4.983761682095731,ode_,scn1
120.0,59,0.0,4.983761682095731,ode_,scn1
0.0,60,0.0,4.624754374377261,ode_,scn1
2.0,60,0.0,4.624754374377261,ode_,scn1
4.0,60,0.0,4.624754374377261,ode_,scn1
8.0,60,0.0,4.624754374377261,ode_,scn1
